movement,flight_id,airline,origin,transit_point,destination,take_off_time,landing_time,transit_duration_mins,total_duration_mins,aircraft_model,carbon_kg,eco_price_sar,price_status,flight_date,day
ARRIVAL,A3 601,Aegean,LHR,ATH,JED,12:15,2:35,305,740,Airbus A321neo,345000.0,2185.0,typical,8/13/2026,Thursday
ARRIVAL,A3 609,Aegean,LHR,ATH,JED,22:15,2:35,1150,1580,Airbus A321neo,345000.0,1793.0,typical,8/13/2026,Thursday
ARRIVAL,EY 64,Etihad,LHR,AUH,JED,14:45,3:55,80,670,Airbus A380,573000.0,2138.0,typical,8/13/2026,Thursday
ARRIVAL,TK 1988,Turkish Airlines,LHR,IST,JED,6:30,18:20,125,590,Airbus A321neo,420000.0,2804.0,typical,8/13/2026,Thursday
ARRIVAL,TK 1972,Turkish Airlines,LHR,IST,JED,18:30,5:05,60,515,Boeing 777,391000.0,2804.0,typical,8/13/2026,Thursday
ARRIVAL,TK 1980,Turkish Airlines,LHR,IST,JED,11:20,0:30,200,670,Airbus A350,362000.0,2829.0,typical,8/13/2026,Thursday
ARRIVAL,SV 118,Saudia,LHR,Direct,JED,22:10,6:20,0,370,Boeing 787,306000.0,3822.0,typical,8/13/2026,Thursday
ARRIVAL,SV 120,Saudia,LHR,Direct,JED,14:40,22:50,0,370,Boeing 787,264000.0,4284.0,typical,8/13/2026,Thursday
ARRIVAL,RJ 112,Royal Jordanian,LHR,AMM,JED,17:05,3:05,45,480,Boeing 787,319000.0,4386.0,typical,8/13/2026,Thursday
DEPARTURE,VF 190,AJet,JED,SAW,FRA,3:05,12:30,195,625,Boeing 737,341000.0,1105.0,high,7/26/2026,Sunday
DEPARTURE,GF 174,Gulf Air,JED,BAH,FRA,21:30,6:55,100,625,Airbus A321,515000.0,1116.0,high,7/26/2026,Sunday
DEPARTURE,EY 604,Etihad,JED,AUH,FRA,5:40,18:45,280,845,Airbus A321,477000.0,1124.0,high,7/26/2026,Sunday
DEPARTURE,QR 1185,Qatar Airways,JED,DOH,FRA,4:50,14:35,125,645,Boeing 787,378000.0,1268.0,high,7/26/2026,Sunday
DEPARTURE,VF 568,AJet,JED,ESB,FRA,4:40,16:45,360,785,Boeing 737MAX 8 Passenger,309000.0,1100.0,high,7/26/2026,Sunday
DEPARTURE,VF 1568,AJet,JED,ESB,FRA,22:00,16:45,760,1185,Boeing 737MAX 8 Passenger,309000.0,1100.0,high,7/26/2026,Sunday
DEPARTURE,PC 695,Pegasus,JED,SAW,FRA,2:30,13:40,310,730,Airbus A321,325000.0,1104.0,high,7/26/2026,Sunday
DEPARTURE,VF 192,AJet,JED,SAW,FRA,6:35,16:55,250,680,Boeing 737,341000.0,1105.0,high,7/26/2026,Sunday
DEPARTURE,EY 612,Etihad,JED,AUH,FRA,19:00,6:55,205,775,Airbus A321,477000.0,1143.0,high,7/26/2026,Sunday
DEPARTURE,QR 1189,Qatar Airways,JED,DOH,FRA,22:35,7:15,60,580,Boeing 787,362000.0,1268.0,high,7/26/2026,Sunday
DEPARTURE,TK 97,Turkish Airlines,JED,IST,FRA,6:05,13:40,95,515,Airbus A321neo,316000.0,1982.0,high,7/26/2026,Sunday
DEPARTURE,SV 167,Saudia,JED,Direct,FRA,9:45,14:45,0,360,Airbus A320,477000.0,2360.0,high,7/26/2026,Sunday
DEPARTURE,MS 644,EgyptAir,JED,CAI,FRA,0:30,8:10,120,520,Boeing 737,332000.0,3648.0,high,7/26/2026,Sunday
ARRIVAL,VF 3008,AJet,SAW,ESB,JED,18:00,1:50,180,470,Boeing 737,209000.0,651.0,typical,8/20/2026,Thursday
ARRIVAL,VF 189,AJet,SAW,Direct,JED,22:10,2:05,0,235,Boeing 737,187000.0,653.0,typical,8/20/2026,Thursday
ARRIVAL,F3 810,flyadeal,SAW,Direct,JED,4:55,8:20,0,205,Airbus A320,190000.0,694.0,typical,8/20/2026,Thursday
ARRIVAL,VF 3004,AJet,SAW,ESB,JED,23:50,1:10,1230,1520,Boeing 737,209000.0,651.0,typical,8/20/2026,Thursday
ARRIVAL,XY 556,Flynas,SAW,Direct,JED,15:15,18:55,0,220,Airbus A320neo,174000.0,869.0,typical,8/20/2026,Thursday
ARRIVAL,PC 698,Pegasus,SAW,Direct,JED,0:20,4:05,0,225,Airbus A321,176000.0,967.0,typical,8/20/2026,Thursday
ARRIVAL,PC 694,Pegasus,SAW,Direct,JED,21:25,1:10,0,225,Airbus A321,176000.0,976.0,typical,8/20/2026,Thursday
ARRIVAL,PC 690,Pegasus,SAW,RUH,JED,23:55,8:25,150,510,Airbus A321,275000.0,1908.0,typical,8/20/2026,Thursday
DEPARTURE,J9 214,Jazeera,JED,KWI,DEL,15:40,7:00,395,770,Airbus A320neo,352000.0,760.0,high,9/8/2026,Tuesday
DEPARTURE,SV 1018,Saudia,JED,RUH,DEL,6:00,17:00,145,510,Airbus A330,351000.0,798.0,high,9/8/2026,Tuesday
DEPARTURE,EK 802,Emirates,JED,DXB,DEL,4:05,14:45,115,490,Airbus A380,337000.0,849.0,high,9/8/2026,Tuesday
DEPARTURE,6E 64,IndiGo,JED,Direct,DEL,3:00,11:25,0,355,Airbus A320neo,276000.0,967.0,high,9/8/2026,Tuesday
DEPARTURE,EK 804,Emirates,JED,DXB,DEL,20:10,9:05,225,625,Airbus A380,343000.0,849.0,high,9/8/2026,Tuesday
DEPARTURE,QR 1189,Qatar Airways,JED,DOH,DEL,22:35,8:45,90,460,Boeing 787,283000.0,920.0,high,9/8/2026,Tuesday
DEPARTURE,XY 60,Flynas,JED,RUH,DEL,16:30,3:25,145,505,Airbus A320neo,316000.0,947.0,high,9/8/2026,Tuesday
DEPARTURE,AI 2256,Air India,JED,Direct,DEL,21:50,6:10,0,350,Airbus A320neo,310000.0,991.0,high,9/8/2026,Tuesday
ARRIVAL,SV 1586,Saudia,YNB,RUH,JED,6:30,11:45,110,315,Airbus A321,212000.0,968.0,typical,6/28/2026,Sunday
ARRIVAL,SV 1584,Saudia,YNB,RUH,JED,20:40,2:45,160,365,Airbus A320,204000.0,968.0,typical,6/28/2026,Sunday
DEPARTURE,PC 695,Pegasus,JED,Direct,SAW,2:30,6:15,0,225,Airbus A321,185000.0,375.0,typical,5/3/2026,Sunday
DEPARTURE,VF 190,AJet,JED,Direct,SAW,3:05,6:55,0,230,Boeing 737MAX 8 Passenger,163000.0,391.0,typical,5/3/2026,Sunday
DEPARTURE,XY 555,Flynas,JED,Direct,SAW,10:40,14:15,0,215,Airbus A320neo,174000.0,439.0,typical,5/3/2026,Sunday
DEPARTURE,PC 695,Pegasus,JED,Direct,SAW,2:30,6:15,0,225,Airbus A320,190000.0,443.0,typical,4/24/2026,Friday
DEPARTURE,VF 190,AJet,JED,Direct,SAW,3:10,7:00,0,230,Boeing 737MAX 8 Passenger,163000.0,444.0,typical,4/24/2026,Friday
DEPARTURE,XY 555,Flynas,JED,Direct,SAW,10:30,14:15,0,225,Airbus A320neo,174000.0,539.0,typical,4/24/2026,Friday
DEPARTURE,XY 62,Flynas,JED,RUH,SAW,21:50,13:00,550,910,Airbus A320neo,274000.0,1462.0,typical,4/24/2026,Friday
DEPARTURE,XY 54,Flynas,JED,RUH,SAW,23:59,13:00,421,781,Airbus A320neo,274000.0,1571.0,typical,4/24/2026,Friday
ARRIVAL,XY 566,Flynas,CAI,Direct,JED,9:25,11:50,0,145,Airbus A320neo,100000.0,850.0,high,5/20/2026,Wednesday
ARRIVAL,F3 756,flyadeal,CAI,Direct,JED,11:45,14:00,0,135,Airbus A320,109000.0,857.0,high,5/20/2026,Wednesday
ARRIVAL,NP 227,Nile Air,CAI,Direct,JED,7:00,9:15,0,135,Airbus A320,112000.0,895.0,high,5/20/2026,Wednesday
ARRIVAL,NE 170,Nesma Airlines,CAI,Direct,JED,3:40,5:55,0,135,Airbus A321,122000.0,895.0,high,5/20/2026,Wednesday
ARRIVAL,E5 327,Air Arabia Egypt,CAI,Direct,JED,5:55,8:10,0,135,Airbus A320,116000.0,924.0,high,5/20/2026,Wednesday
ARRIVAL,XY 268,Flynas,CAI,RUH,JED,15:45,23:15,175,450,Airbus A320neo,203000.0,760.0,high,5/20/2026,Wednesday
ARRIVAL,XY 568,Flynas,CAI,Direct,JED,1:15,3:40,0,145,Airbus A320neo,100000.0,850.0,high,5/20/2026,Wednesday
ARRIVAL,XY 584,Flynas,CAI,Direct,JED,10:20,12:45,0,145,Airbus A320neo,100000.0,850.0,high,5/20/2026,Wednesday
ARRIVAL,XY 578,Flynas,CAI,Direct,JED,18:10,20:35,0,145,Airbus A320neo,100000.0,850.0,high,5/20/2026,Wednesday
ARRIVAL,XY 572,Flynas,CAI,Direct,JED,22:00,0:25,0,145,Airbus A320neo,100000.0,850.0,high,5/20/2026,Wednesday
ARRIVAL,XY 590,Flynas,CAI,Direct,JED,23:25,1:50,0,145,Airbus A320neo,100000.0,850.0,high,5/20/2026,Wednesday
ARRIVAL,F3 764,flyadeal,CAI,Direct,JED,0:20,2:30,0,130,Airbus A320,109000.0,857.0,high,5/20/2026,Wednesday
ARRIVAL,F3 762,flyadeal,CAI,Direct,JED,21:45,23:55,0,130,Airbus A320,109000.0,857.0,high,5/20/2026,Wednesday
ARRIVAL,F3 754,flyadeal,CAI,Direct,JED,9:45,12:00,0,135,Airbus A320,109000.0,956.0,high,5/20/2026,Wednesday
ARRIVAL,NE 172,Nesma Airlines,CAI,Direct,JED,5:00,7:15,0,135,Airbus A321,116000.0,1051.0,high,5/20/2026,Wednesday
ARRIVAL,NP 127,Nile Air,CAI,Direct,JED,12:45,15:00,0,135,Airbus A320,112000.0,1054.0,high,5/20/2026,Wednesday
ARRIVAL,NE 174,Nesma Airlines,CAI,Direct,JED,18:25,20:40,0,135,Airbus A321,116000.0,1195.0,high,5/20/2026,Wednesday
ARRIVAL,SM 477,Air Cairo,CAI,Direct,JED,4:10,6:20,0,130,Airbus A320,112000.0,1335.0,high,5/20/2026,Wednesday
ARRIVAL,SM 475,Air Cairo,CAI,Direct,JED,7:00,9:10,0,130,Airbus A320,112000.0,1335.0,high,5/20/2026,Wednesday
ARRIVAL,XY 570,Flynas,CAI,Direct,JED,19:05,21:30,0,145,Airbus A320neo,100000.0,1680.0,high,5/20/2026,Wednesday
ARRIVAL,SV 386,Saudia,CAI,Direct,JED,1:50,4:00,0,130,Airbus A330,115000.0,3208.0,high,5/20/2026,Wednesday
ARRIVAL,SV 308,Saudia,CAI,Direct,JED,4:25,6:35,0,130,Airbus A330,115000.0,3208.0,high,5/20/2026,Wednesday
ARRIVAL,SV 382,Saudia,CAI,Direct,JED,6:55,9:05,0,130,Airbus A330,115000.0,3208.0,high,5/20/2026,Wednesday
ARRIVAL,SV 306,Saudia,CAI,Direct,JED,15:00,17:10,0,130,Airbus A330,115000.0,3208.0,high,5/20/2026,Wednesday
ARRIVAL,SV 330,Saudia,CAI,Direct,JED,17:40,19:55,0,135,Airbus A321,128000.0,3208.0,high,5/20/2026,Wednesday
ARRIVAL,SV 304,Saudia,CAI,Direct,JED,18:10,20:20,0,130,Airbus A330,115000.0,3208.0,high,5/20/2026,Wednesday
ARRIVAL,SV 302,Saudia,CAI,Direct,JED,20:50,23:00,0,130,Airbus A330,115000.0,3208.0,high,5/20/2026,Wednesday
ARRIVAL,SV 388,Saudia,CAI,Direct,JED,23:25,1:35,0,130,Airbus A330,96000.0,3208.0,high,5/20/2026,Wednesday
ARRIVAL,SV 300,Saudia,CAI,Direct,JED,12:40,14:50,0,130,Airbus A330,115000.0,4273.0,high,5/20/2026,Wednesday
DEPARTURE,KU 784,Kuwait Airways,JED,Direct,KWI,2:30,4:55,0,145,Airbus A321neo,118000.0,642.0,typical,8/19/2026,Wednesday
DEPARTURE,QR 1185,Qatar Airways,JED,DOH,KWI,4:50,10:10,95,320,Boeing 787,167000.0,687.0,typical,8/19/2026,Wednesday
DEPARTURE,SV 1014,Saudia,JED,RUH,KWI,4:00,9:40,160,340,Airbus A321,174000.0,776.0,typical,8/19/2026,Wednesday
DEPARTURE,KU 788,Kuwait Airways,JED,Direct,KWI,12:40,15:05,0,145,Boeing 777,118000.0,642.0,typical,8/19/2026,Wednesday
DEPARTURE,KU 786,Kuwait Airways,JED,Direct,KWI,20:45,23:10,0,145,Boeing 777,118000.0,642.0,typical,8/19/2026,Wednesday
DEPARTURE,QR 1191,Qatar Airways,JED,DOH,KWI,11:40,16:10,45,270,Boeing 787,157000.0,687.0,typical,8/19/2026,Wednesday
DEPARTURE,QR 1189,Qatar Airways,JED,DOH,KWI,22:35,3:05,45,270,Airbus A350,182000.0,687.0,typical,8/19/2026,Wednesday
DEPARTURE,J9 212,Jazeera,JED,Direct,KWI,14:20,16:30,0,130,Airbus A320neo,100000.0,932.0,high,8/19/2026,Wednesday
DEPARTURE,J9 214,Jazeera,JED,Direct,KWI,15:40,17:50,0,130,Airbus A320,117000.0,932.0,high,8/19/2026,Wednesday
DEPARTURE,SV 504,Saudia,JED,Direct,KWI,9:00,11:05,0,125,Airbus A321,146000.0,1066.0,high,8/19/2026,Wednesday
DEPARTURE,SV 500,Saudia,JED,Direct,KWI,13:55,16:00,0,125,Airbus A320,135000.0,1066.0,high,8/19/2026,Wednesday
ARRIVAL,F3 354,flyadeal,GIZ,Direct,JED,15:25,17:00,0,95,Airbus A320,69000.0,275.0,high,7/29/2026,Wednesday
ARRIVAL,F3 356,flyadeal,GIZ,Direct,JED,17:20,18:50,0,90,Airbus A320,69000.0,275.0,high,7/29/2026,Wednesday
ARRIVAL,F3 358,flyadeal,GIZ,Direct,JED,18:50,20:20,0,90,Airbus A320,69000.0,275.0,high,7/29/2026,Wednesday
ARRIVAL,XY 440,Flynas,GIZ,Direct,JED,8:25,9:50,0,85,Airbus A320neo,63000.0,409.0,high,7/29/2026,Wednesday
ARRIVAL,XY 442,Flynas,GIZ,Direct,JED,21:35,23:00,0,85,Airbus A320neo,63000.0,409.0,high,7/29/2026,Wednesday
ARRIVAL,SV 1800,Saudia,GIZ,RUH,JED,2:45,7:45,80,300,Airbus A320,218000.0,513.0,high,7/29/2026,Wednesday
ARRIVAL,SV 1782,Saudia,GIZ,Direct,JED,4:45,6:10,0,85,Airbus A320,85000.0,632.0,high,7/29/2026,Wednesday
ARRIVAL,SV 1763,Saudia,GIZ,Direct,JED,6:30,7:55,0,85,Airbus A320,85000.0,632.0,high,7/29/2026,Wednesday
ARRIVAL,SV 1767,Saudia,GIZ,Direct,JED,11:55,13:20,0,85,Airbus A320,85000.0,632.0,high,7/29/2026,Wednesday
ARRIVAL,SV 1789,Saudia,GIZ,Direct,JED,14:15,15:40,0,85,Airbus A320,85000.0,632.0,high,7/29/2026,Wednesday
ARRIVAL,SV 1769,Saudia,GIZ,Direct,JED,17:55,19:20,0,85,Airbus A320,85000.0,632.0,high,7/29/2026,Wednesday
ARRIVAL,SV 1793,Saudia,GIZ,Direct,JED,21:15,22:40,0,85,Airbus A320,85000.0,632.0,high,7/29/2026,Wednesday
ARRIVAL,SV 1799,Saudia,GIZ,Direct,JED,23:00,0:25,0,85,Airbus A320,85000.0,632.0,high,7/29/2026,Wednesday
DEPARTURE,FZ 920,flydubai,JED,Direct,DXB,5:00,8:50,0,170,Boeing 737MAX 8 Passenger,145000.0,567.0,typical,4/24/2026,Friday
DEPARTURE,FZ 832,flydubai,JED,Direct,DXB,7:50,11:40,0,170,Boeing 737MAX 8 Passenger,134000.0,567.0,typical,4/24/2026,Friday
DEPARTURE,FZ 910,flydubai,JED,Direct,DXB,12:35,16:20,0,165,Boeing 737MAX 8 Passenger,134000.0,567.0,typical,4/24/2026,Friday
DEPARTURE,FZ 808,flydubai,JED,Direct,DXB,22:55,2:45,0,170,Boeing 737MAX 8 Passenger,145000.0,567.0,typical,4/24/2026,Friday
DEPARTURE,FZ 830,flydubai,JED,Direct,DXB,17:45,21:35,0,170,Boeing 737MAX 8 Passenger,145000.0,567.0,typical,4/24/2026,Friday
DEPARTURE,SV 588,Saudia,JED,Direct,DXB,12:10,16:00,0,170,Airbus A330,158000.0,751.0,typical,4/24/2026,Friday
DEPARTURE,EK 806,Emirates,JED,Direct,DXB,10:45,14:45,0,180,Boeing 777,154000.0,895.0,typical,4/24/2026,Friday
DEPARTURE,EK 804,Emirates,JED,Direct,DXB,20:10,0:10,0,180,Airbus A380,156000.0,895.0,typical,4/24/2026,Friday
ARRIVAL,SV 1582,Saudia,YNB,Direct,JED,18:55,20:00,0,65,Airbus A321,54000.0,431.0,typical,6/25/2026,Thursday
ARRIVAL,SV 1586,Saudia,YNB,RUH,JED,6:30,11:45,110,315,Airbus A321,194000.0,968.0,typical,6/25/2026,Thursday
ARRIVAL,SV 1584,Saudia,YNB,RUH,JED,20:40,2:45,160,365,Airbus A321,194000.0,968.0,typical,6/25/2026,Thursday
ARRIVAL,XY 734,Flynas,YNB,DMM,JED,15:05,3:55,335,770,Airbus A320neo,333000.0,2498.0,typical,6/25/2026,Thursday
ARRIVAL,EY 104,Etihad,MAD,AUH,JED,21:50,10:30,110,700,Boeing 787,453000.0,1353.0,high,7/27/2026,Monday
ARRIVAL,PC 1100,Pegasus,MAD,SAW,JED,14:30,1:10,105,580,Airbus A321,383000.0,1835.0,high,7/27/2026,Monday
ARRIVAL,TK 1360,Turkish Airlines,MAD,IST,JED,7:40,18:20,90,580,Boeing 737,477000.0,2280.0,high,7/27/2026,Monday
ARRIVAL,A3 701,Aegean,MAD,ATH,JED,13:00,2:35,1775,2195,Airbus A321neo,341000.0,1365.0,high,7/27/2026,Monday
ARRIVAL,EY 102,Etihad,MAD,AUH,JED,10:45,23:25,105,700,Boeing 787,501000.0,1552.0,high,7/27/2026,Monday
ARRIVAL,QR 148,Qatar Airways,MAD,DOH,JED,9:05,21:05,105,660,Boeing 787,394000.0,2140.0,high,7/27/2026,Monday
ARRIVAL,QR 152,Qatar Airways,MAD,DOH,JED,22:15,10:10,100,655,Boeing 787,410000.0,2140.0,high,7/27/2026,Monday
ARRIVAL,VF 606,AJet,MAD,ESB,JED,13:30,1:50,185,680,Boeing 737MAX 8 Passenger,365000.0,2144.0,high,7/27/2026,Monday
ARRIVAL,IB 391,Iberia,MAD,DOH,JED,15:45,10:10,465,1045,Airbus A330,518000.0,2145.0,high,7/27/2026,Monday
ARRIVAL,TK 1858,Turkish Airlines,MAD,IST,JED,12:00,0:30,200,690,Airbus A330,360000.0,2280.0,high,7/27/2026,Monday
ARRIVAL,IB 391,Iberia,MAD,DOH,JED,15:45,3:20,55,635,Airbus A330,518000.0,2975.0,high,7/27/2026,Monday
ARRIVAL,QR 150,Qatar Airways,MAD,DOH,JED,15:45,3:20,80,635,Boeing 787,410000.0,2975.0,high,7/27/2026,Monday
ARRIVAL,MS 754,EgyptAir,MAD,CAI,JED,15:30,2:40,190,610,Boeing 737,409000.0,3161.0,high,7/27/2026,Monday
ARRIVAL,TK 1860,Turkish Airlines,MAD,IST,JED,18:25,5:05,95,580,Airbus A321 (Sharklets),448000.0,3985.0,high,7/27/2026,Monday
ARRIVAL,AZ 59,ITA,MAD,FCO,JED,5:55,15:10,65,495,Airbus A320neo,502000.0,5240.0,high,7/27/2026,Monday
DEPARTURE,GF 184,Gulf Air,JED,BAH,MCT,16:40,23:10,110,330,Airbus A321neo,215000.0,793.0,high,9/11/2026,Friday
DEPARTURE,OV 286,SalamAir,JED,Direct,MCT,17:00,20:55,0,175,Airbus A321neo,135000.0,862.0,high,9/11/2026,Friday
DEPARTURE,WY 676,Oman Air,JED,Direct,MCT,18:00,22:15,0,195,Boeing 737,173000.0,885.0,high,9/11/2026,Friday
DEPARTURE,GF 174,Gulf Air,JED,BAH,MCT,21:30,4:35,125,365,Airbus A321,261000.0,793.0,high,9/11/2026,Friday
DEPARTURE,EY 602,Etihad,JED,AUH,MCT,3:10,10:40,150,390,Airbus A321,227000.0,865.0,high,9/11/2026,Friday
DEPARTURE,EY 616,Etihad,JED,AUH,MCT,15:20,22:00,100,340,Airbus A321,235000.0,865.0,high,9/11/2026,Friday
DEPARTURE,EY 612,Etihad,JED,AUH,MCT,19:00,3:15,195,435,Airbus A321,235000.0,865.0,high,9/11/2026,Friday
DEPARTURE,WY 674,Oman Air,JED,Direct,MCT,0:55,5:10,0,195,Boeing 737,173000.0,885.0,high,9/11/2026,Friday
DEPARTURE,WY 672,Oman Air,JED,Direct,MCT,5:35,9:50,0,195,Boeing 737,175000.0,885.0,high,9/11/2026,Friday
DEPARTURE,OV 284,SalamAir,JED,Direct,MCT,11:55,15:50,0,175,Airbus A321neo,145000.0,1275.0,high,9/11/2026,Friday
ARRIVAL,PC 948,Pegasus,ZRH,SAW,JED,11:35,1:10,360,755,Airbus A321,320000.0,1483.0,typical,7/20/2026,Monday
ARRIVAL,PC 950,Pegasus,ZRH,SAW,JED,16:00,1:10,95,490,Airbus A321,320000.0,1728.0,typical,7/20/2026,Monday
ARRIVAL,VF 54,AJet,ZRH,SAW,JED,11:30,2:05,405,815,Boeing 737,334000.0,1746.0,typical,7/20/2026,Monday
ARRIVAL,EY 140,Etihad,ZRH,AUH,JED,16:15,3:55,100,640,Airbus A321neo,565000.0,2113.0,typical,7/20/2026,Monday
ARRIVAL,TK 1912,Turkish Airlines,ZRH,IST,JED,7:40,12:30,265,1670,Airbus A320,513000.0,1830.0,typical,7/20/2026,Monday
ARRIVAL,EY 142,Etihad,ZRH,AUH,JED,22:35,10:30,110,655,Airbus A321neo,565000.0,2133.0,typical,7/20/2026,Monday
ARRIVAL,SM 2921,Air Cairo,ZRH,HRG,JED,8:55,21:15,100,680,Airbus A320,409000.0,2521.0,typical,7/20/2026,Monday
ARRIVAL,MS 774,EgyptAir,ZRH,CAI,JED,14:55,23:30,95,455,Airbus A320neo,354000.0,3323.0,typical,7/20/2026,Monday
ARRIVAL,SV 234,Saudia,ZRH,RUH,JED,16:00,2:45,120,585,Airbus A320,585000.0,3669.0,typical,7/20/2026,Monday
ARRIVAL,LX 238,SWISS,ZRH,CAI,JED,12:15,22:00,155,525,Airbus A220-300 Passenger,377000.0,3755.0,typical,7/20/2026,Monday
ARRIVAL,TK 1914,Turkish Airlines,ZRH,IST,JED,15:10,0:30,85,500,Boeing 737,365000.0,5349.0,typical,7/20/2026,Monday
DEPARTURE,QR 1183,Qatar Airways,JED,DOH,ORD,3:10,16:50,240,1300,Airbus A350,772000.0,2356.0,typical,6/15/2026,Monday
DEPARTURE,EY 602,Etihad,JED,AUH,ORD,3:10,15:40,185,1230,Airbus A321,745000.0,2712.0,typical,6/15/2026,Monday
DEPARTURE,SV 21,Saudia,JED,JFK,ORD,8:50,21:48,290,1258,Boeing 777,874000.0,3069.0,typical,6/15/2026,Monday
DEPARTURE,QR 1189,Qatar Airways,JED,DOH,ORD,20:20,15:05,550,1605,Boeing 777,910000.0,2356.0,typical,6/15/2026,Monday
DEPARTURE,EY 612,Etihad,JED,AUH,ORD,19:00,15:40,675,1720,Airbus A320,743000.0,2712.0,typical,6/15/2026,Monday
DEPARTURE,EY 612,Etihad,JED,AUH,ORD,19:00,8:35,250,1295,Airbus A320,743000.0,2806.0,typical,6/15/2026,Monday
DEPARTURE,SV 1052,Saudia,JED,RUH,ORD,23:00,21:48,165,1848,Boeing 787,965000.0,3004.0,typical,6/15/2026,Monday
DEPARTURE,EK 802,Emirates,JED,DXB,ORD,4:05,15:45,120,1180,Airbus A380,958000.0,3351.0,typical,6/15/2026,Monday
DEPARTURE,TK 97,Turkish Airlines,JED,IST,ORD,6:25,19:55,215,1290,Airbus A330,802000.0,3395.0,typical,6/15/2026,Monday
DEPARTURE,RJ 707,Royal Jordanian,JED,AMM,ORD,20:55,6:50,185,1075,Boeing 787,558000.0,4835.0,typical,6/15/2026,Monday
DEPARTURE,SV 21,Saudia,JED,JFK,ORD,8:50,21:30,285,1240,Boeing 777,853000.0,4963.0,typical,6/15/2026,Monday
DEPARTURE,TK 95,Turkish Airlines,JED,IST,ORD,1:40,9:40,60,960,Airbus A330,588000.0,5164.0,typical,6/15/2026,Monday
DEPARTURE,EY 602,Etihad,JED,AUH,ICN,3:10,22:05,100,775,Airbus A321,559000.0,1601.0,typical,9/2/2026,Wednesday
DEPARTURE,GA 983,Garuda Indonesia,JED,CGK,ICN,23:45,8:30,550,1605,Boeing 777,885000.0,1608.0,typical,9/2/2026,Wednesday
DEPARTURE,QR 1189,Qatar Airways,JED,DOH,ICN,22:35,17:05,85,750,Boeing 787,539000.0,1675.0,typical,9/2/2026,Wednesday
DEPARTURE,EY 616,Etihad,JED,AUH,ICN,15:20,10:50,125,810,Airbus A321,552000.0,1601.0,typical,9/2/2026,Wednesday
DEPARTURE,EY 612,Etihad,JED,AUH,ICN,19:00,10:50,1345,2030,Airbus A321,552000.0,1601.0,typical,9/2/2026,Wednesday
DEPARTURE,GF 172,Gulf Air,JED,BAH,ICN,13:30,4:50,295,2000,Airbus A321neo,778000.0,1877.0,typical,9/2/2026,Wednesday
DEPARTURE,AI 2256,Air India,JED,DEL,ICN,21:50,10:40,1075,1850,Airbus A320neo,717000.0,1940.0,typical,9/2/2026,Wednesday
DEPARTURE,SV 570,Saudia,JED,AUH,ICN,11:40,10:50,345,1030,Airbus A320,563000.0,2351.0,typical,9/2/2026,Wednesday
DEPARTURE,XY 517,Flynas,JED,AUH,ICN,12:55,10:50,265,955,Airbus A320neo,517000.0,2351.0,typical,9/2/2026,Wednesday
DEPARTURE,SV 882,Saudia,JED,CAN,ICN,1:05,21:50,115,885,Boeing 787,609000.0,5417.0,typical,9/2/2026,Wednesday
DEPARTURE,SV 550,Saudia,JED,DXB,ICN,15:35,10:45,85,790,Airbus A321,592000.0,7048.0,typical,9/2/2026,Wednesday
DEPARTURE,F3 130,flyadeal,JED,Direct,RUH,17:40,19:15,0,95,Airbus A320,85000.0,365.0,typical,6/5/2026,Friday
DEPARTURE,XY 20,Flynas,JED,Direct,RUH,10:40,12:25,0,105,Airbus A320neo,77000.0,369.0,typical,6/5/2026,Friday
DEPARTURE,SV 1038,Saudia,JED,Direct,RUH,16:00,17:45,0,105,Boeing 777,96000.0,424.0,typical,6/5/2026,Friday
DEPARTURE,F3 162,flyadeal,JED,Direct,RUH,2:50,4:25,0,95,Airbus A320,85000.0,345.0,typical,6/5/2026,Friday
DEPARTURE,F3 160,flyadeal,JED,Direct,RUH,3:35,5:15,0,100,Airbus A320,85000.0,345.0,typical,6/5/2026,Friday
DEPARTURE,F3 110,flyadeal,JED,Direct,RUH,5:00,6:40,0,100,Airbus A320,85000.0,345.0,typical,6/5/2026,Friday
DEPARTURE,F3 112,flyadeal,JED,Direct,RUH,6:10,7:45,0,95,Airbus A320,85000.0,365.0,typical,6/5/2026,Friday
DEPARTURE,F3 102,flyadeal,JED,Direct,RUH,7:30,9:10,0,100,Airbus A320,85000.0,365.0,typical,6/5/2026,Friday
DEPARTURE,F3 104,flyadeal,JED,Direct,RUH,8:30,10:10,0,100,Airbus A320,85000.0,365.0,typical,6/5/2026,Friday
DEPARTURE,F3 106,flyadeal,JED,Direct,RUH,9:35,11:20,0,105,Airbus A320,85000.0,365.0,typical,6/5/2026,Friday
DEPARTURE,F3 126,flyadeal,JED,Direct,RUH,17:20,19:00,0,100,Airbus A320,85000.0,365.0,typical,6/5/2026,Friday
DEPARTURE,F3 148,flyadeal,JED,Direct,RUH,18:05,19:45,0,100,Airbus A320,85000.0,365.0,typical,6/5/2026,Friday
DEPARTURE,F3 132,flyadeal,JED,Direct,RUH,19:05,20:45,0,100,Airbus A320,85000.0,365.0,typical,6/5/2026,Friday
DEPARTURE,F3 134,flyadeal,JED,Direct,RUH,19:25,21:00,0,95,Airbus A320,85000.0,365.0,typical,6/5/2026,Friday
DEPARTURE,F3 154,flyadeal,JED,Direct,RUH,20:25,22:05,0,100,Airbus A320,85000.0,365.0,typical,6/5/2026,Friday
