movement,flight_id,airline,origin,transit_point,destination,take_off_time,landing_time,transit_duration_mins,total_duration_mins,aircraft_model,carbon_kg,eco_price_sar,price_status,flight_date,day
DEPARTURE,EY 604,Etihad,JED,Direct,AUH,5:40,9:20,0,160,Airbus A321,166000.0,461.0,typical,8/22/2026,Saturday
DEPARTURE,SV 570,Saudia,JED,Direct,AUH,11:40,15:25,0,165,Airbus A320,176000.0,461.0,typical,8/22/2026,Saturday
DEPARTURE,SV 1020,Saudia,JED,RUH,AUH,7:00,14:05,150,365,Airbus A321,223000.0,471.0,typical,8/22/2026,Saturday
DEPARTURE,EY 602,Etihad,JED,Direct,AUH,3:10,6:55,0,165,Airbus A321,166000.0,552.0,typical,8/22/2026,Saturday
DEPARTURE,QR 1189,Qatar Airways,JED,DOH,AUH,22:35,4:25,80,290,Boeing 787,152000.0,697.0,typical,8/22/2026,Saturday
DEPARTURE,EY 616,Etihad,JED,Direct,AUH,15:20,19:05,0,165,Airbus A321,166000.0,781.0,typical,8/22/2026,Saturday
DEPARTURE,XY 517,Flynas,JED,Direct,AUH,12:55,16:45,0,170,Airbus A320neo,130000.0,790.0,typical,8/22/2026,Saturday
DEPARTURE,EY 612,Etihad,JED,Direct,AUH,19:00,22:45,0,165,Airbus A321,166000.0,800.0,typical,8/22/2026,Saturday
ARRIVAL,GF 90,Gulf Air,JFK,BAH,JED,15:00,15:40,170,1060,Boeing 787,666000.0,1902.0,typical,8/9/2026,Sunday
ARRIVAL,EY 2,Etihad,JFK,AUH,JED,15:45,16:10,110,1045,Airbus A350,815000.0,1972.0,typical,8/9/2026,Sunday
ARRIVAL,QR 702,Qatar Airways,JFK,DOH,JED,22:00,21:05,75,965,Boeing 777,837000.0,2014.0,typical,8/9/2026,Sunday
ARRIVAL,TK 2,Turkish Airlines,JFK,IST,JED,19:50,18:20,90,930,Boeing 777,749000.0,2457.0,typical,8/9/2026,Sunday
ARRIVAL,SV 20,Saudia,JFK,Direct,JED,19:00,13:40,0,700,Boeing 777,696000.0,2707.0,typical,8/9/2026,Sunday
ARRIVAL,GF 90,Gulf Air,JFK,BAH,JED,15:00,3:55,895,1795,Boeing 787,711000.0,1864.0,typical,8/9/2026,Sunday
ARRIVAL,QR 704,Qatar Airways,JFK,DOH,JED,11:20,10:10,60,950,Boeing 777,853000.0,2014.0,typical,8/9/2026,Sunday
ARRIVAL,EY 4,Etihad,JFK,AUH,JED,22:20,23:25,125,1085,Boeing 787,894000.0,2066.0,typical,8/9/2026,Sunday
ARRIVAL,MS 986,EgyptAir,JFK,CAI,JED,12:55,10:10,95,855,Boeing 777,789000.0,4291.0,typical,8/9/2026,Sunday
ARRIVAL,XY 518,Flynas,AUH,Direct,JED,17:35,19:35,0,180,Airbus A320neo,129000.0,419.0,typical,8/4/2026,Tuesday
ARRIVAL,SV 571,Saudia,AUH,Direct,JED,16:25,18:15,0,170,Airbus A320,174000.0,647.0,typical,8/4/2026,Tuesday
ARRIVAL,EY 603,Etihad,AUH,Direct,JED,2:05,3:55,0,170,Airbus A321,163000.0,659.0,typical,8/4/2026,Tuesday
ARRIVAL,QR 1051,Qatar Airways,AUH,DOH,JED,17:40,21:05,45,265,Airbus A320,147000.0,578.0,typical,8/4/2026,Tuesday
ARRIVAL,XY 236,Flynas,AUH,RUH,JED,18:45,0:15,175,390,Airbus A320neo,158000.0,626.0,typical,8/4/2026,Tuesday
ARRIVAL,EY 615,Etihad,AUH,Direct,JED,8:35,10:30,0,175,Airbus A321,163000.0,659.0,typical,8/4/2026,Tuesday
ARRIVAL,EY 601,Etihad,AUH,Direct,JED,21:25,23:25,0,180,Airbus A321,163000.0,680.0,typical,8/4/2026,Tuesday
ARRIVAL,EY 611,Etihad,AUH,Direct,JED,14:15,16:10,0,175,Airbus A321,163000.0,700.0,typical,8/4/2026,Tuesday
DEPARTURE,HU 7914,Hainan,JED,HAK,HKG,13:00,9:05,215,905,Airbus A330,533000.0,1390.0,typical,9/12/2026,Saturday
DEPARTURE,BI 2,Royal Brunei,JED,BWN,HKG,18:15,13:35,40,860,Boeing 787,675000.0,1665.0,typical,9/12/2026,Saturday
DEPARTURE,EY 616,Etihad,JED,AUH,HKG,15:20,9:00,125,760,Airbus A321,514000.0,1993.0,typical,9/12/2026,Saturday
DEPARTURE,QR 1185,Qatar Airways,JED,DOH,HKG,4:50,21:55,80,725,Boeing 787,573000.0,2079.0,typical,9/12/2026,Saturday
DEPARTURE,EK 802,Emirates,JED,DXB,HKG,4:05,22:05,125,780,Airbus A380,569000.0,2186.0,typical,9/12/2026,Saturday
DEPARTURE,SV 1036,Saudia,JED,RUH,HKG,15:00,17:00,130,1260,Airbus A321,734000.0,1891.0,typical,9/12/2026,Saturday
DEPARTURE,QR 1187,Qatar Airways,JED,DOH,HKG,19:50,15:10,215,860,Boeing 787,557000.0,2079.0,typical,9/12/2026,Saturday
DEPARTURE,QR 1189,Qatar Airways,JED,DOH,HKG,22:35,15:10,50,695,Boeing 787,573000.0,2332.0,typical,9/12/2026,Saturday
DEPARTURE,TR 797,Scoot,JED,SIN,HKG,21:45,19:45,175,1020,Boeing 787,582000.0,2881.0,typical,9/12/2026,Saturday
ARRIVAL,SQ 635,Singapore Airlines,HND,SIN,JED,22:55,20:30,650,1655,Boeing 787,679000.0,2448.0,high,9/9/2026,Wednesday
ARRIVAL,JL 33,JAL,HND,BKK,JED,1:20,17:10,195,1310,Boeing 787,770000.0,2876.0,high,9/9/2026,Wednesday
ARRIVAL,TK 199,Turkish Airlines,HND,IST,JED,21:45,15:55,420,1450,Boeing 777,815000.0,3311.0,high,9/9/2026,Wednesday
ARRIVAL,CZ 386,China Southern,HND,CAN,JED,15:40,3:25,195,1065,Boeing 777,701000.0,3397.0,high,9/9/2026,Wednesday
ARRIVAL,JL 59,JAL,HND,DOH,JED,22:50,10:10,240,1040,Boeing 787,603000.0,3603.0,high,9/9/2026,Wednesday
ARRIVAL,TG 661,THAI,HND,BKK,JED,0:20,17:10,250,1370,Boeing 777,882000.0,3217.0,high,9/9/2026,Wednesday
ARRIVAL,MU 540,China Eastern,HND,PVG,JED,20:00,3:55,1015,2275,Airbus A321,883000.0,3597.0,high,9/9/2026,Wednesday
ARRIVAL,PR 421,Philippine Airlines,HND,MNL,JED,14:55,5:05,280,1210,Airbus A321,754000.0,3829.0,high,9/9/2026,Wednesday
ARRIVAL,EK 313,Emirates,HND,DXB,JED,0:05,8:45,75,880,Boeing 777,756000.0,4219.0,high,9/9/2026,Wednesday
ARRIVAL,7G 25,Star Flyer,HND,KIX,JED,15:15,3:55,120,1120,Airbus A320neo,701000.0,14212.0,high,9/9/2026,Wednesday
DEPARTURE,XY 551,Flynas,JED,Direct,AMM,12:25,14:20,0,115,Airbus A320neo,94000.0,349.0,high,9/11/2026,Friday
DEPARTURE,SV 627,Saudia,JED,Direct,AMM,1:05,3:05,0,120,Airbus A320,127000.0,406.0,high,9/11/2026,Friday
DEPARTURE,SV 631,Saudia,JED,Direct,AMM,10:10,12:10,0,120,Airbus A320,127000.0,406.0,high,9/11/2026,Friday
DEPARTURE,XY 553,Flynas,JED,Direct,AMM,20:15,22:10,0,115,Airbus A320neo,94000.0,379.0,high,9/11/2026,Friday
DEPARTURE,SV 1036,Saudia,JED,RUH,AMM,15:00,21:10,125,370,Airbus A320,271000.0,416.0,high,9/11/2026,Friday
DEPARTURE,SV 1052,Saudia,JED,RUH,AMM,23:00,12:20,555,800,Airbus A330,239000.0,416.0,high,9/11/2026,Friday
DEPARTURE,RJ 705,Royal Jordanian,JED,Direct,AMM,4:50,7:00,0,130,Airbus A320neo,105000.0,693.0,high,9/11/2026,Friday
DEPARTURE,RJ 727,Royal Jordanian,JED,Direct,AMM,7:25,9:35,0,130,Airbus A320neo,91000.0,693.0,high,9/11/2026,Friday
DEPARTURE,RJ 707,Royal Jordanian,JED,Direct,AMM,20:55,23:05,0,130,Embraer 195 E2,123000.0,693.0,high,9/11/2026,Friday
DEPARTURE,QR 1183,Qatar Airways,JED,DOH,HND,3:10,23:55,115,885,Airbus A350,647000.0,1902.0,typical,5/18/2026,Monday
DEPARTURE,QR 1187,Qatar Airways,JED,DOH,HND,19:50,23:55,555,1325,Boeing 777,656000.0,1902.0,typical,5/18/2026,Monday
DEPARTURE,QR 1189,Qatar Airways,JED,DOH,HND,22:35,23:55,390,1160,Boeing 777,656000.0,1947.0,typical,5/18/2026,Monday
DEPARTURE,AI 2256,Air India,JED,DEL,HND,21:50,7:55,840,1685,Airbus A320neo,651000.0,2260.0,typical,5/18/2026,Monday
DEPARTURE,QR 1191,Qatar Airways,JED,DOH,HND,11:30,21:35,350,1685,Boeing 777,767000.0,2791.0,typical,5/18/2026,Monday
DEPARTURE,EK 804,Emirates,JED,DXB,HND,20:10,22:20,450,1210,Airbus A380,769000.0,2906.0,typical,5/18/2026,Monday
DEPARTURE,TR 797,Scoot,JED,SIN,HND,21:35,21:55,85,1100,Boeing 787,693000.0,3084.0,typical,5/18/2026,Monday
DEPARTURE,TK 127,Turkish Airlines,JED,IST,HND,19:25,19:20,160,1075,Airbus A330,861000.0,5062.0,high,5/18/2026,Monday
DEPARTURE,FZ 808,flydubai,JED,DXB,HND,22:55,22:20,295,1045,Boeing 737MAX 8 Passenger,1054000.0,7226.0,high,5/18/2026,Monday
ARRIVAL,XY 510,Flynas,DXB,Direct,JED,21:45,23:50,0,185,Airbus A320neo,134000.0,491.0,high,7/29/2026,Wednesday
ARRIVAL,SV 591,Saudia,DXB,Direct,JED,6:00,7:55,0,175,Airbus A321,172000.0,576.0,high,7/29/2026,Wednesday
ARRIVAL,EK 805,Emirates,DXB,Direct,JED,6:55,8:45,0,170,Airbus A380,144000.0,659.0,high,7/29/2026,Wednesday
ARRIVAL,XY 502,Flynas,DXB,Direct,JED,12:10,14:15,0,185,Airbus A320neo,134000.0,542.0,high,7/29/2026,Wednesday
ARRIVAL,SV 599,Saudia,DXB,Direct,JED,4:05,6:00,0,175,Airbus A321,172000.0,576.0,high,7/29/2026,Wednesday
ARRIVAL,SV 567,Saudia,DXB,Direct,JED,11:10,13:05,0,175,Airbus A321,172000.0,576.0,high,7/29/2026,Wednesday
ARRIVAL,SV 569,Saudia,DXB,Direct,JED,14:15,16:10,0,175,Airbus A321,172000.0,576.0,high,7/29/2026,Wednesday
ARRIVAL,SV 589,Saudia,DXB,Direct,JED,17:30,19:25,0,175,Airbus A330,152000.0,576.0,high,7/29/2026,Wednesday
ARRIVAL,SV 551,Saudia,DXB,Direct,JED,21:00,22:55,0,175,Airbus A321,172000.0,576.0,high,7/29/2026,Wednesday
ARRIVAL,SV 595,Saudia,DXB,Direct,JED,23:00,0:55,0,175,Airbus A321,172000.0,576.0,high,7/29/2026,Wednesday
ARRIVAL,EK 801,Emirates,DXB,Direct,JED,0:10,2:05,0,175,Airbus A380,144000.0,659.0,high,7/29/2026,Wednesday
ARRIVAL,EK 803,Emirates,DXB,Direct,JED,15:45,17:45,0,180,Airbus A380,149000.0,659.0,high,7/29/2026,Wednesday
ARRIVAL,FZ 919,flydubai,DXB,Direct,JED,1:55,4:00,0,185,Boeing 737,159000.0,1121.0,high,7/29/2026,Wednesday
ARRIVAL,FZ 831,flydubai,DXB,Direct,JED,4:45,6:50,0,185,Boeing 737MAX 8 Passenger,128000.0,1289.0,high,7/29/2026,Wednesday
ARRIVAL,FZ 807,flydubai,DXB,Direct,JED,19:50,21:55,0,185,Boeing 737MAX 8 Passenger,133000.0,1289.0,high,7/29/2026,Wednesday
ARRIVAL,FZ 909,flydubai,DXB,Direct,JED,9:35,11:35,0,180,Boeing 737MAX 8 Passenger,128000.0,1426.0,high,7/29/2026,Wednesday
ARRIVAL,FZ 829,flydubai,DXB,Direct,JED,14:40,16:45,0,185,Boeing 737,159000.0,1426.0,high,7/29/2026,Wednesday
DEPARTURE,XY 40,Flynas,JED,RUH,DEL,15:40,3:25,195,555,Airbus A320neo,316000.0,1021.0,high,6/8/2026,Monday
DEPARTURE,6E 64,IndiGo,JED,Direct,DEL,3:00,11:25,0,355,Airbus A320neo,267000.0,1023.0,high,6/8/2026,Monday
DEPARTURE,XY 60,Flynas,JED,RUH,DEL,16:30,3:25,145,505,Airbus A320neo,316000.0,1052.0,high,6/8/2026,Monday
DEPARTURE,SV 756,Saudia,JED,Direct,DEL,1:50,9:45,0,325,Boeing 777,323000.0,1544.0,high,6/8/2026,Monday
DEPARTURE,EY 602,Etihad,JED,AUH,DEL,3:10,19:20,435,820,Airbus A321,333000.0,1245.0,high,6/8/2026,Monday
DEPARTURE,QR 1191,Qatar Airways,JED,DOH,DEL,14:30,2:10,150,550,Boeing 777,319000.0,1418.0,high,6/8/2026,Monday
DEPARTURE,QR 1187,Qatar Airways,JED,DOH,DEL,19:50,8:45,225,625,Boeing 777,319000.0,1418.0,high,6/8/2026,Monday
DEPARTURE,EY 604,Etihad,JED,AUH,DEL,5:40,19:20,290,670,Airbus A320,326000.0,1434.0,high,6/8/2026,Monday
DEPARTURE,AI 2256,Air India,JED,Direct,DEL,21:50,6:10,0,350,Airbus A320neo,303000.0,2271.0,high,6/8/2026,Monday
ARRIVAL,EY 401,Etihad,BKK,AUH,JED,3:15,10:30,110,675,Boeing 777,521000.0,1090.0,high,6/17/2026,Wednesday
ARRIVAL,EY 409,Etihad,BKK,AUH,JED,9:45,16:10,70,625,Airbus A350,472000.0,1090.0,high,6/17/2026,Wednesday
ARRIVAL,GF 153,Gulf Air,BKK,BAH,JED,20:15,3:55,120,700,Boeing 787,481000.0,1125.0,high,6/17/2026,Wednesday
ARRIVAL,EY 405,Etihad,BKK,AUH,JED,15:05,23:25,125,740,Boeing 787,459000.0,1090.0,high,6/17/2026,Wednesday
ARRIVAL,AI 2303,Air India,BKK,DEL,JED,22:25,20:50,950,1585,Airbus A320neo,517000.0,1321.0,high,6/17/2026,Wednesday
ARRIVAL,G9 824,Air Arabia,BKK,SHJ,JED,11:20,22:50,375,930,Airbus A320neo,487000.0,1373.0,high,6/17/2026,Wednesday
ARRIVAL,G9 822,Air Arabia,BKK,SHJ,JED,8:55,15:45,95,650,Airbus A321,555000.0,1389.0,high,6/17/2026,Wednesday
ARRIVAL,SV 845,Saudia,BKK,Direct,JED,15:20,19:30,0,490,Boeing 787,331000.0,1822.0,high,6/17/2026,Wednesday
ARRIVAL,JL 225,JAL,HND,KIX,JED,12:35,3:20,295,1245,Boeing 737,710000.0,2603.0,typical,7/10/2026,Friday
ARRIVAL,SQ 635,Singapore Airlines,HND,SIN,JED,22:55,20:30,650,1655,Boeing 787,671000.0,2791.0,typical,7/10/2026,Friday
ARRIVAL,CZ 386,China Southern,HND,CAN,JED,15:40,3:25,195,1065,Boeing 777,706000.0,3397.0,typical,7/10/2026,Friday
ARRIVAL,MU 576,China Eastern,HND,PVG,JED,8:40,3:55,255,1515,Boeing 777,856000.0,3552.0,typical,7/10/2026,Friday
ARRIVAL,TK 199,Turkish Airlines,HND,IST,JED,21:45,15:55,420,1450,Boeing 777,814000.0,3559.0,typical,7/10/2026,Friday
ARRIVAL,PR 423,Philippine Airlines,HND,MNL,JED,2:05,22:45,385,1600,Airbus A321,909000.0,3590.0,typical,7/10/2026,Friday
ARRIVAL,JL 59,JAL,HND,DOH,JED,22:50,10:10,240,1040,Boeing 787,611000.0,3603.0,typical,7/10/2026,Friday
ARRIVAL,EK 313,Emirates,HND,DXB,JED,0:05,8:45,75,880,Boeing 777,756000.0,3736.0,typical,7/10/2026,Friday
ARRIVAL,JL 33,JAL,HND,BKK,JED,1:20,17:10,195,1310,Boeing 787,775000.0,4706.0,typical,7/10/2026,Friday
ARRIVAL,7G 25,Star Flyer,HND,KIX,JED,15:15,3:55,120,1120,Airbus A320neo,706000.0,14212.0,typical,7/10/2026,Friday
DEPARTURE,F3 130,flyadeal,JED,Direct,RUH,17:40,19:15,0,95,Airbus A320,85000.0,345.0,high,9/15/2026,Tuesday
DEPARTURE,XY 40,Flynas,JED,Direct,RUH,15:40,17:25,0,105,Airbus A320neo,77000.0,349.0,high,9/15/2026,Tuesday
DEPARTURE,SV 1038,Saudia,JED,Direct,RUH,16:00,17:45,0,105,Airbus A320,105000.0,424.0,high,9/15/2026,Tuesday
DEPARTURE,F3 152,flyadeal,JED,Direct,RUH,0:15,1:55,0,100,Airbus A320,85000.0,345.0,high,9/15/2026,Tuesday
DEPARTURE,F3 158,flyadeal,JED,Direct,RUH,0:55,2:30,0,95,Airbus A320,85000.0,345.0,high,9/15/2026,Tuesday
DEPARTURE,F3 156,flyadeal,JED,Direct,RUH,2:15,4:00,0,105,Airbus A320,85000.0,345.0,high,9/15/2026,Tuesday
DEPARTURE,F3 162,flyadeal,JED,Direct,RUH,2:50,4:25,0,95,Airbus A320,85000.0,345.0,high,9/15/2026,Tuesday
DEPARTURE,F3 160,flyadeal,JED,Direct,RUH,3:35,5:15,0,100,Airbus A320,85000.0,345.0,high,9/15/2026,Tuesday
DEPARTURE,F3 110,flyadeal,JED,Direct,RUH,5:00,6:40,0,100,Airbus A320,85000.0,345.0,high,9/15/2026,Tuesday
DEPARTURE,F3 112,flyadeal,JED,Direct,RUH,6:10,7:45,0,95,Airbus A320,85000.0,345.0,high,9/15/2026,Tuesday
DEPARTURE,F3 102,flyadeal,JED,Direct,RUH,7:30,9:10,0,100,Airbus A320,85000.0,345.0,high,9/15/2026,Tuesday
DEPARTURE,F3 104,flyadeal,JED,Direct,RUH,8:30,10:10,0,100,Airbus A320,85000.0,345.0,high,9/15/2026,Tuesday
DEPARTURE,F3 106,flyadeal,JED,Direct,RUH,9:35,11:20,0,105,Airbus A320,85000.0,345.0,high,9/15/2026,Tuesday
DEPARTURE,F3 116,flyadeal,JED,Direct,RUH,12:25,14:05,0,100,Airbus A320,85000.0,345.0,high,9/15/2026,Tuesday
DEPARTURE,F3 114,flyadeal,JED,Direct,RUH,13:05,14:40,0,95,Airbus A320,85000.0,345.0,high,9/15/2026,Tuesday
DEPARTURE,F3 120,flyadeal,JED,Direct,RUH,13:55,15:35,0,100,Airbus A320,85000.0,345.0,high,9/15/2026,Tuesday
DEPARTURE,F3 118,flyadeal,JED,Direct,RUH,14:35,16:10,0,95,Airbus A320,85000.0,345.0,high,9/15/2026,Tuesday
DEPARTURE,F3 138,flyadeal,JED,Direct,RUH,15:30,17:10,0,100,Airbus A320,85000.0,345.0,high,9/15/2026,Tuesday
DEPARTURE,F3 122,flyadeal,JED,Direct,RUH,16:10,17:55,0,105,Airbus A320,85000.0,345.0,high,9/15/2026,Tuesday
DEPARTURE,F3 126,flyadeal,JED,Direct,RUH,17:20,19:00,0,100,Airbus A320,85000.0,345.0,high,9/15/2026,Tuesday
DEPARTURE,F3 148,flyadeal,JED,Direct,RUH,18:05,19:45,0,100,Airbus A320,85000.0,345.0,high,9/15/2026,Tuesday
DEPARTURE,F3 132,flyadeal,JED,Direct,RUH,19:05,20:45,0,100,Airbus A320,85000.0,345.0,high,9/15/2026,Tuesday
DEPARTURE,F3 134,flyadeal,JED,Direct,RUH,19:25,21:00,0,95,Airbus A320,85000.0,345.0,high,9/15/2026,Tuesday
DEPARTURE,F3 154,flyadeal,JED,Direct,RUH,20:25,22:05,0,100,Airbus A320,85000.0,345.0,high,9/15/2026,Tuesday
DEPARTURE,F3 140,flyadeal,JED,Direct,RUH,21:15,22:55,0,100,Airbus A320,85000.0,345.0,high,9/15/2026,Tuesday
DEPARTURE,F3 144,flyadeal,JED,Direct,RUH,22:15,23:55,0,100,Airbus A320,85000.0,345.0,high,9/15/2026,Tuesday
DEPARTURE,XY 58,Flynas,JED,Direct,RUH,1:40,3:25,0,105,Airbus A320neo,77000.0,349.0,high,9/15/2026,Tuesday
DEPARTURE,XY 14,Flynas,JED,Direct,RUH,6:10,7:55,0,105,Airbus A320neo,77000.0,349.0,high,9/15/2026,Tuesday
DEPARTURE,XY 64,Flynas,JED,Direct,RUH,6:40,8:25,0,105,Airbus A320neo,77000.0,349.0,high,9/15/2026,Tuesday
DEPARTURE,XY 18,Flynas,JED,Direct,RUH,7:20,9:05,0,105,Airbus A320neo,77000.0,349.0,high,9/15/2026,Tuesday
DEPARTURE,XY 4,Flynas,JED,Direct,RUH,8:05,9:50,0,105,Airbus A320neo,77000.0,349.0,high,9/15/2026,Tuesday
DEPARTURE,XY 6,Flynas,JED,Direct,RUH,9:10,10:55,0,105,Airbus A320neo,77000.0,349.0,high,9/15/2026,Tuesday
DEPARTURE,XY 20,Flynas,JED,Direct,RUH,10:40,12:25,0,105,Airbus A320neo,77000.0,349.0,high,9/15/2026,Tuesday
DEPARTURE,XY 22,Flynas,JED,Direct,RUH,12:35,14:20,0,105,Airbus A320neo,77000.0,349.0,high,9/15/2026,Tuesday
DEPARTURE,XY 32,Flynas,JED,Direct,RUH,13:10,14:55,0,105,Airbus A320neo,77000.0,349.0,high,9/15/2026,Tuesday
DEPARTURE,XY 36,Flynas,JED,Direct,RUH,14:10,15:55,0,105,Airbus A320neo,77000.0,349.0,high,9/15/2026,Tuesday
DEPARTURE,XY 10,Flynas,JED,Direct,RUH,14:55,16:40,0,105,Airbus A320neo,77000.0,349.0,high,9/15/2026,Tuesday
DEPARTURE,XY 60,Flynas,JED,Direct,RUH,16:30,18:15,0,105,Airbus A320neo,77000.0,349.0,high,9/15/2026,Tuesday
DEPARTURE,XY 46,Flynas,JED,Direct,RUH,17:50,19:35,0,105,Airbus A320neo,77000.0,349.0,high,9/15/2026,Tuesday
DEPARTURE,XY 34,Flynas,JED,Direct,RUH,18:45,20:30,0,105,Airbus A320neo,77000.0,349.0,high,9/15/2026,Tuesday
ARRIVAL,XY 552,Flynas,AMM,Direct,JED,15:10,17:15,0,125,Airbus A320neo,95000.0,569.0,typical,6/14/2026,Sunday
ARRIVAL,SV 634,Saudia,AMM,RUH,JED,15:30,21:45,130,375,Airbus A320,240000.0,581.0,typical,6/14/2026,Sunday
ARRIVAL,SV 636,Saudia,AMM,Direct,JED,20:40,22:50,0,130,Airbus A320,128000.0,631.0,typical,6/14/2026,Sunday
ARRIVAL,RJ 702,Royal Jordanian,AMM,Direct,JED,10:45,12:55,0,130,Airbus A320neo,92000.0,883.0,typical,6/14/2026,Sunday
ARRIVAL,SV 638,Saudia,AMM,RUH,JED,22:15,5:45,205,450,Airbus A320,231000.0,581.0,typical,6/14/2026,Sunday
ARRIVAL,XY 832,Flynas,AMM,DMM,JED,2:20,11:45,295,565,Airbus A320neo,212000.0,771.0,typical,6/14/2026,Sunday
ARRIVAL,XY 254,Flynas,AMM,RUH,JED,22:10,7:20,305,550,Airbus A320neo,181000.0,797.0,typical,6/14/2026,Sunday
ARRIVAL,RJ 704,Royal Jordanian,AMM,Direct,JED,0:55,3:05,0,130,Boeing 787,91000.0,1015.0,typical,6/14/2026,Sunday
DEPARTURE,EY 616,Etihad,JED,AUH,KUL,15:20,8:25,115,725,Airbus A321,494000.0,1346.0,typical,6/9/2026,Tuesday
DEPARTURE,6E 78,IndiGo,JED,BLR,KUL,4:10,21:00,75,710,Airbus A320neo,466000.0,1357.0,typical,6/9/2026,Tuesday
DEPARTURE,EY 602,Etihad,JED,AUH,KUL,3:10,19:45,90,695,Airbus A320,471000.0,1420.0,typical,6/9/2026,Tuesday
DEPARTURE,QR 1189,Qatar Airways,JED,DOH,KUL,20:20,15:45,245,865,Boeing 777,565000.0,1480.0,typical,6/9/2026,Tuesday
DEPARTURE,EY 612,Etihad,JED,AUH,KUL,19:00,19:45,580,1185,Airbus A321neo,458000.0,1346.0,typical,6/9/2026,Tuesday
DEPARTURE,G9 146,Air Arabia,JED,SHJ,KUL,10:10,9:10,460,1080,Airbus A321 (Sharklets),612000.0,1986.0,typical,6/9/2026,Tuesday
DEPARTURE,G9 150,Air Arabia,JED,SHJ,KUL,23:45,2:20,675,1295,Airbus A321 (Sharklets),612000.0,1986.0,typical,6/9/2026,Tuesday
DEPARTURE,G9 148,Air Arabia,JED,SHJ,KUL,16:30,9:10,80,700,Airbus A321,617000.0,2002.0,typical,6/9/2026,Tuesday
DEPARTURE,MH 157,Malaysia Airlines,JED,Direct,KUL,20:40,11:15,0,575,Airbus A330,442000.0,4390.0,typical,6/9/2026,Tuesday
ARRIVAL,XY 442,Flynas,GIZ,Direct,JED,21:35,23:00,0,85,Airbus A320neo,63000.0,269.0,typical,5/12/2026,Tuesday
ARRIVAL,F3 354,flyadeal,GIZ,Direct,JED,15:25,17:00,0,95,Airbus A320,69000.0,275.0,typical,5/12/2026,Tuesday
ARRIVAL,F3 356,flyadeal,GIZ,Direct,JED,17:20,18:50,0,90,Airbus A320,69000.0,275.0,typical,5/12/2026,Tuesday
ARRIVAL,F3 358,flyadeal,GIZ,Direct,JED,18:50,20:20,0,90,Airbus A320,69000.0,275.0,typical,5/12/2026,Tuesday
ARRIVAL,XY 440,Flynas,GIZ,Direct,JED,8:25,9:50,0,85,Airbus A320neo,63000.0,299.0,typical,5/12/2026,Tuesday
ARRIVAL,SV 1806,Saudia,GIZ,RUH,JED,11:40,16:45,85,305,Airbus A320,218000.0,513.0,typical,5/12/2026,Tuesday
ARRIVAL,SV 1782,Saudia,GIZ,Direct,JED,4:45,6:10,0,85,Airbus A320,85000.0,564.0,typical,5/12/2026,Tuesday
ARRIVAL,SV 1767,Saudia,GIZ,Direct,JED,11:55,13:20,0,85,Airbus A320,85000.0,564.0,typical,5/12/2026,Tuesday
ARRIVAL,SV 1789,Saudia,GIZ,Direct,JED,14:15,15:40,0,85,Airbus A320,85000.0,564.0,typical,5/12/2026,Tuesday
ARRIVAL,SV 1769,Saudia,GIZ,Direct,JED,17:55,19:20,0,85,Airbus A320,85000.0,564.0,typical,5/12/2026,Tuesday
ARRIVAL,SV 1793,Saudia,GIZ,Direct,JED,21:15,22:40,0,85,Airbus A320,85000.0,564.0,typical,5/12/2026,Tuesday
ARRIVAL,SV 1799,Saudia,GIZ,Direct,JED,23:00,0:25,0,85,Airbus A320,85000.0,564.0,typical,5/12/2026,Tuesday
ARRIVAL,G9 801,Air Arabia,KUL,SHJ,JED,10:00,15:45,50,645,Airbus A321,608000.0,1793.0,typical,8/22/2026,Saturday
ARRIVAL,MH 156,Malaysia Airlines,KUL,Direct,JED,14:50,19:00,0,550,Airbus A330,487000.0,3190.0,typical,8/22/2026,Saturday
ARRIVAL,HU 756,Hainan,KUL,HAK,JED,21:05,8:10,1620,2405,Boeing 737,660000.0,1692.0,typical,8/22/2026,Saturday
ARRIVAL,G9 801,Air Arabia,KUL,SHJ,JED,10:00,22:50,475,1070,Airbus A321,603000.0,1777.0,typical,8/22/2026,Saturday
ARRIVAL,MH 613,Malaysia Airlines,KUL,SIN,JED,17:00,3:55,105,955,Boeing 737,541000.0,2414.0,typical,8/22/2026,Saturday
ARRIVAL,QR 853,Qatar Airways,KUL,DOH,JED,20:20,1:40,45,620,Boeing 777,544000.0,2429.0,typical,8/22/2026,Saturday
ARRIVAL,EY 489,Etihad,KUL,AUH,JED,9:50,16:10,85,680,Boeing 787,489000.0,2680.0,typical,8/22/2026,Saturday
ARRIVAL,EY 487,Etihad,KUL,AUH,JED,21:55,3:55,75,660,Boeing 787,489000.0,2680.0,typical,8/22/2026,Saturday
ARRIVAL,SV 829,Saudia,KUL,RUH,JED,13:00,19:45,130,705,Boeing 777,514000.0,2861.0,typical,8/22/2026,Saturday
ARRIVAL,ET 639,Ethiopian,KUL,SIN,JED,23:15,13:30,85,1155,Boeing 787,593000.0,2908.0,typical,8/22/2026,Saturday
ARRIVAL,TR 451,Scoot,KUL,SIN,JED,11:35,20:30,205,835,Airbus A320,466000.0,3097.0,typical,8/22/2026,Saturday
ARRIVAL,SV 841,Saudia,KUL,Direct,JED,2:15,5:50,0,515,Boeing 787,410000.0,3813.0,typical,8/22/2026,Saturday
